instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
602,8/24/2012,3,1,8,0,5,1,2,14,14,0.615,0.0721458,1325,6257,18.64
603,8/25/2012,3,1,8,0,6,0,2,14,14,0.712917,0.244408,1829,4224,18.64
604,8/26/2012,3,1,8,0,0,0,2,14,14,0.845833,0.228858,1483,3772,18.64
605,8/27/2012,3,1,8,0,1,1,1,14,14,0.730417,0.128733,989,5928,18.64
606,8/28/2012,3,1,8,0,2,1,1,14,14,0.62,0.190925,935,6105,18.64
607,8/29/2012,3,1,8,0,3,1,1,14,14,0.552083,0.112562,1177,6520,18.64
608,8/30/2012,3,1,8,0,4,1,1,14,14,0.590417,0.0771167,1172,6541,18.64
609,8/31/2012,3,1,8,0,5,1,1,14,14,0.5875,0.168533,1433,5917,18.64
610,9/1/2012,3,1,9,0,6,0,2,14,14,0.638333,0.113187,2352,3788,18.64
611,9/2/2012,3,1,9,0,0,0,2,14,14,0.815,0.0640708,2613,3197,18.64
612,9/3/2012,3,1,9,1,1,0,1,14,14,0.790833,0.151121,1965,4069,18.64
613,9/4/2012,3,1,9,0,2,1,1,14,14,0.755,0.236321,867,5997,18.64
614,9/5/2012,3,1,9,0,3,1,1,14,14,0.74125,0.187808,832,6280,18.64
615,9/6/2012,3,1,9,0,4,1,2,14,14,0.810417,0.142421,611,5592,18.64
616,9/7/2012,3,1,9,0,5,1,1,14,14,0.73625,0.171646,1045,6459,18.64
617,9/8/2012,3,1,9,0,6,0,2,14,14,0.799167,0.281104,1557,4419,18.64
618,9/9/2012,3,1,9,0,0,0,1,14,14,0.5475,0.224496,2570,5657,18.64
619,9/10/2012,3,1,9,0,1,1,1,14,14,0.50375,0.258713,1118,6407,18.64
620,9/11/2012,3,1,9,0,2,1,1,14,14,0.52,0.0920542,1070,6697,18.64
621,9/12/2012,3,1,9,0,3,1,1,14,14,0.577083,0.131846,1050,6820,18.64
622,9/13/2012,3,1,9,0,4,1,1,14,14,0.637083,0.0827208,1054,6750,18.64
623,9/14/2012,3,1,9,0,5,1,1,14,14,0.6725,0.103863,1379,6630,18.64
624,9/15/2012,3,1,9,0,6,0,1,14,14,0.501667,0.247521,3160,5554,18.64
625,9/16/2012,3,1,9,0,0,0,1,14,14,0.57,0.0901833,2166,5167,18.64
626,9/17/2012,3,1,9,0,1,1,2,14,14,0.734583,0.151742,1022,5847,18.64
627,9/18/2012,3,1,9,0,2,1,2,14,14,0.8725,0.357587,371,3702,18.64
628,9/19/2012,3,1,9,0,3,1,1,14,14,0.536667,0.215175,788,6803,18.64
629,9/20/2012,3,1,9,0,4,1,1,14,14,0.618333,0.118167,939,6781,18.64
630,9/21/2012,3,1,9,0,5,1,1,14,14,0.66875,0.154229,1250,6917,18.64
631,9/22/2012,3,1,9,0,6,0,1,14,14,0.646667,0.283583,2512,5883,18.64
632,9/23/2012,4,1,9,0,0,0,1,14,14,0.467083,0.223258,2454,5453,18.64
633,9/24/2012,4,1,9,0,1,1,1,14,14,0.492917,0.142404,1001,6435,18.64
634,9/25/2012,4,1,9,0,2,1,1,14,14,0.57,0.236321,845,6693,18.64
635,9/26/2012,4,1,9,0,3,1,1,14,14,0.630833,0.2444,787,6946,18.64
636,9/27/2012,4,1,9,0,4,1,2,14,14,0.690833,0.134342,751,6642,18.64
637,9/28/2012,4,1,9,0,5,1,2,14,14,0.69,0.164179,1045,6370,18.64
638,9/29/2012,4,1,9,0,6,0,1,14,14,0.542917,0.227604,2589,5966,18.64
639,9/30/2012,4,1,9,0,0,0,1,14,14,0.583333,0.134958,2015,4874,18.64
640,10/1/2012,4,1,10,0,1,1,2,14,14,0.649167,0.0908042,763,6015,18.64
641,10/2/2012,4,1,10,0,2,1,3,14,14,0.871667,0.104475,315,4324,18.64
642,10/3/2012,4,1,10,0,3,1,2,14,14,0.79375,0.0665458,728,6844,18.64
643,10/4/2012,4,1,10,0,4,1,2,14,14,0.722917,0.117546,891,6437,18.64
644,10/5/2012,4,1,10,0,5,1,1,14,14,0.6275,0.10635,1516,6640,18.64
645,10/6/2012,4,1,10,0,6,0,1,14,14,0.664167,0.268025,3031,4934,18.64
646,10/7/2012,4,1,10,0,0,0,2,14,14,0.708333,0.141162,781,2729,18.64
647,10/8/2012,4,1,10,1,1,0,2,14,14,0.709583,0.189679,874,4604,18.64
648,10/9/2012,4,1,10,0,2,1,2,14,14,0.761667,0.1903,601,5791,18.64
649,10/10/2012,4,1,10,0,3,1,1,14,14,0.630833,0.187821,780,6911,18.64
650,10/11/2012,4,1,10,0,4,1,1,14,14,0.463333,0.181596,834,6736,18.64
651,10/12/2012,4,1,10,0,5,1,1,14,14,0.539167,0.235092,1060,6222,18.64
652,10/13/2012,4,1,10,0,6,0,1,14,14,0.494583,0.146142,2252,4857,18.64
653,10/14/2012,4,1,10,0,0,0,1,14,14,0.640417,0.278612,2080,4559,18.64
654,10/15/2012,4,1,10,0,1,1,2,14,14,0.7075,0.296037,760,5115,18.64
655,10/16/2012,4,1,10,0,2,1,1,14,14,0.558333,0.182221,922,6612,18.64
656,10/17/2012,4,1,10,0,3,1,1,14,14,0.692917,0.101371,979,6482,18.64
657,10/18/2012,4,1,10,0,4,1,2,14,14,0.728333,0.236937,1008,6501,18.64
658,10/19/2012,4,1,10,0,5,1,2,14,14,0.815,0.134954,753,4671,18.64
659,10/20/2012,4,1,10,0,6,0,1,14,14,0.572917,0.117537,2806,5284,18.64
660,10/21/2012,4,1,10,0,0,0,1,14,14,0.51,0.166054,2132,4692,18.64
661,10/22/2012,4,1,10,0,1,1,1,14,14,0.568333,0.0814833,830,6228,18.64
662,10/23/2012,4,1,10,0,2,1,1,14,14,0.641667,0.0945458,841,6625,18.64
663,10/24/2012,4,1,10,0,3,1,1,14,14,0.63625,0.0727792,795,6898,18.64
664,10/25/2012,4,1,10,0,4,1,2,14,14,0.800417,0.124375,875,6484,18.64
665,10/26/2012,4,1,10,0,5,1,2,14,14,0.807083,0.132467,1182,6262,18.64
666,10/27/2012,4,1,10,0,6,0,2,14,14,0.72,0.235692,2643,5209,18.64
667,10/28/2012,4,1,10,0,0,0,2,14,14,0.694583,0.398008,998,3461,18.64
668,10/29/2012,4,1,10,0,1,1,3,14,14,0.88,0.3582,2,20,18.64
669,10/30/2012,4,1,10,0,2,1,2,14,14,0.825455,0.213009,87,1009,18.64
670,10/31/2012,4,1,10,0,3,1,2,14,14,0.666667,0.166667,419,5147,18.64
671,11/1/2012,4,1,11,0,4,1,2,14,14,0.581667,0.157346,466,5520,18.64
672,11/2/2012,4,1,11,0,5,1,1,14,14,0.522083,0.266175,618,5229,18.64
673,11/3/2012,4,1,11,0,6,0,2,14,14,0.49125,0.270529,1029,4109,18.64
674,11/4/2012,4,1,11,0,0,0,1,14,14,0.532917,0.179108,1201,3906,18.64
675,11/5/2012,4,1,11,0,1,1,1,14,14,0.494167,0.236325,378,4881,18.64
676,11/6/2012,4,1,11,0,2,1,1,14,14,0.567083,0.173513,466,5220,18.64
677,11/7/2012,4,1,11,0,3,1,2,14,14,0.5475,0.304108,326,4709,18.64
678,11/8/2012,4,1,11,0,4,1,1,14,14,0.333478,0.347835,340,4975,18.64
679,11/9/2012,4,1,11,0,5,1,1,14,14,0.540833,0.214558,709,5283,18.64
680,11/10/2012,4,1,11,0,6,0,1,14,14,0.645417,0.0578458,2090,4446,18.64
681,11/11/2012,4,1,11,0,0,0,1,14,14,0.659167,0.1275,2290,4562,18.64
682,11/12/2012,4,1,11,1,1,0,1,14,14,0.741667,0.173517,1097,5172,18.64
683,11/13/2012,4,1,11,0,2,1,2,14,14,0.662917,0.342046,327,3767,18.64
684,11/14/2012,4,1,11,0,3,1,1,14,14,0.552083,0.199625,373,5122,18.64
685,11/15/2012,4,1,11,0,4,1,2,14,14,0.620417,0.152987,320,5125,18.64
686,11/16/2012,4,1,11,0,5,1,1,14,14,0.524583,0.171025,484,5214,18.64
687,11/17/2012,4,1,11,0,6,0,1,14,14,0.545417,0.179729,1313,4316,18.64
688,11/18/2012,4,1,11,0,0,0,1,14,14,0.692917,0.227612,922,3747,18.64
689,11/19/2012,4,1,11,0,1,1,2,14,14,0.623333,0.235067,449,5050,18.64
690,11/20/2012,4,1,11,0,2,1,2,14,14,0.685,0.082725,534,5100,18.64
691,11/21/2012,4,1,11,0,3,1,1,14,14,0.61375,0.103246,615,4531,18.64
692,11/22/2012,4,1,11,1,4,0,1,14,14,0.580417,0.0528708,955,1470,18.64
693,11/23/2012,4,1,11,0,5,1,1,14,14,0.56875,0.148021,1603,2307,18.64
694,11/24/2012,4,1,11,0,6,0,1,14,14,0.404583,0.376871,532,1745,18.64
695,11/25/2012,4,1,11,0,0,0,1,14,14,0.468333,0.1505,309,2115,18.64
696,11/26/2012,4,1,11,0,1,1,1,14,14,0.535417,0.04665,337,4750,18.64
697,11/27/2012,4,1,11,0,2,1,2,14,14,0.786667,0.237562,123,3836,18.64
698,11/28/2012,4,1,11,0,3,1,1,14,14,0.50625,0.210821,198,5062,18.64
699,11/29/2012,4,1,11,0,4,1,1,14,14,0.555652,0.115522,243,5080,18.64
700,11/30/2012,4,1,11,0,5,1,1,14,14,0.649583,0.0584708,362,5306,18.64
701,12/1/2012,4,1,12,0,6,0,2,14,14,0.806667,0.0597042,951,4240,18.64
702,12/2/2012,4,1,12,0,0,0,2,14,14,0.823333,0.124379,892,3757,18.64
703,12/3/2012,4,1,12,0,1,1,1,14,14,0.7675,0.0827208,555,5679,18.64
704,12/4/2012,4,1,12,0,2,1,1,14,14,0.73375,0.174129,551,6055,18.64
705,12/5/2012,4,1,12,0,3,1,1,14,14,0.485,0.324021,331,5398,18.64
706,12/6/2012,4,1,12,0,4,1,1,14,14,0.50875,0.174754,340,5035,18.64
707,12/7/2012,4,1,12,0,5,1,2,14,14,0.764167,0.1306,349,4659,18.64
708,12/8/2012,4,1,12,0,6,0,2,14,14,0.91125,0.101379,1153,4429,18.64
709,12/9/2012,4,1,12,0,0,0,2,14,14,0.905417,0.157975,441,2787,18.64
710,12/10/2012,4,1,12,0,1,1,2,14,14,0.925,0.190308,329,4841,18.64
711,12/11/2012,4,1,12,0,2,1,2,14,14,0.596667,0.296037,282,5219,18.64
712,12/12/2012,4,1,12,0,3,1,2,14,14,0.538333,0.162937,310,5009,18.64
713,12/13/2012,4,1,12,0,4,1,1,14,14,0.485833,0.174129,425,5107,18.64
714,12/14/2012,4,1,12,0,5,1,1,14,14,0.642917,0.131229,429,5182,18.64
715,12/15/2012,4,1,12,0,6,0,1,14,14,0.650417,0.10635,767,4280,18.64
716,12/16/2012,4,1,12,0,0,0,2,14,14,0.83875,0.100742,538,3248,18.64
717,12/17/2012,4,1,12,0,1,1,2,14,14,0.907083,0.0982583,212,4373,18.64
718,12/18/2012,4,1,12,0,2,1,1,14,14,0.66625,0.221404,433,5124,18.64
719,12/19/2012,4,1,12,0,3,1,1,14,14,0.625417,0.184092,333,4934,18.64
720,12/20/2012,4,1,12,0,4,1,2,14,14,0.667917,0.132463,314,3814,18.64
721,12/21/2012,1,1,12,0,5,1,2,14,14,0.556667,0.374383,221,3402,18.64
722,12/22/2012,1,1,12,0,6,0,1,14,14,0.44125,0.407346,205,1544,18.64
723,12/23/2012,1,1,12,0,0,0,1,14,14,0.515417,0.133083,408,1379,18.64
724,12/24/2012,1,1,12,0,1,1,2,14,14,0.791304,0.0772304,174,746,18.64
725,12/25/2012,1,1,12,1,2,0,2,14,14,0.734783,0.168726,440,573,18.64
726,12/26/2012,1,1,12,0,3,1,3,14,14,0.823333,0.316546,9,432,18.64
727,12/27/2012,1,1,12,0,4,1,2,14,14,0.652917,0.350133,247,1867,18.64
728,12/28/2012,1,1,12,0,5,1,2,14,14,0.59,0.155471,644,2451,18.64
729,12/29/2012,1,1,12,0,6,0,2,14,14,0.752917,0.124383,159,1182,18.64
730,12/30/2012,1,1,12,0,0,0,1,14,14,0.483333,0.350754,364,1432,18.64
731,12/31/2012,1,1,12,0,1,1,2,14,14,0.5775,0.154846,439,2290,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
,,,,,,,,,14,14,,,,,18.64
